system:index,date,id,lat,lng,value,.geo
0000000000000000025b,2013-02-17,604,33.6304063,-117.5543947,0.3783386592329517,
000000000000000002bd,2013-02-17,702,37.2805556,-122.1194444,0.4078120320555751,
000000000000000003f8,2013-02-17,1017,42.176222,-122.6862363,0.2979954818920535,
00000000000000000986,2013-02-17,2439,37.581441,-122.385846,0.3826775456017655,
00000000000000000f3e,2013-02-17,3903,34.2045265,-118.0791235,0.2552427029398828,
0000000000000000186c,2013-02-17,6253,31.9888595,-112.7341461,0.1794728646443587,
00000000000000001a12,2013-02-17,6675,39.294348,-121.113264,0.2794798060458397,
00000000000000001c9c,2013-02-17,7325,37.8954637,-122.5661159,0.3631779734822399,
00000000000000001f3f,2013-02-17,8000,36.2187258,-121.5026093,0.2879322217792851,
0000000000000000223f,2013-02-17,8768,33.257850646972656,-116.407697,0.19412494411620354,
00000000000000002307,2013-02-17,8968,34.0909894,-117.8205907,0.23787609600002332,
000000000000000002f2,2013-02-18,755,34.1000428,-118.5934639,0.3740367440766417,
000000000000000005b3,2013-02-18,1460,48.4591488,-123.3674526,0.24062417126810617,
00000000000000000e5e,2013-02-18,3679,33.864821,-117.1883297,0.33400987707686186,
000000000000000019e0,2013-02-18,6625,33.54193115234375,-117.11190032958984,0.3501967854564097,
00000000000000002427,2013-02-18,9256,34.211700439453125,-118.80563354492188,0.27626252177493466,
0000000000000000037b,2013-02-19,892,32.209828,-110.789695,0.08119260956923112,
00000000000000001047,2013-02-19,4168,33.9696303,-118.4318018,0.20056074233790117,
00000000000000001714,2013-02-19,5909,48.4355219,-123.3211899,0.2901668246712401,
00000000000000000bcf,2013-02-20,3024,37.031713,-119.4482088,0.4213581262272102,
00000000000000000c3b,2013-02-20,3132,45.3004901,-122.6846695,0.40590368298786894,
000000000000000023bb,2013-02-20,9148,42.4686137,-122.9459624,0.24254439355410734,
000000000000000005f4,2013-02-21,1525,38.516336,-122.09147644042969,0.3254621596034571,
0000000000000000091f,2013-02-21,2336,34.0777674,-117.8616285,0.3185618674452744,
00000000000000001841,2013-02-21,6210,34.1050804,-117.1103512,0.36779940410868245,
000000000000000018d4,2013-02-21,6357,38.5854573,-121.4934558,0.18151457118482292,
00000000000000001d8c,2013-02-21,7565,33.289889,-117.2975009,0.4382703408307265,
